,age,sex,education,income,east-west,happiness,health,lived_abroad,orientation,orientation_cat
2030,81,Female,5,2125,West,10,5,Yes,2,Left
2031,42,Female,2,1000,West,10,4,No,3,Center-Left
2032,52,Male,3,1600,East,7,3,No,3,Center-Left
2033,55,Female,3,1500,East,9,5,No,1,Left
2034,25,Male,5,556,East,9,5,Yes,6,Center-Right
2035,60,Female,3,1000,East,8,1,No,6,Center-Right
2036,67,Male,5,2700,West,10,4,No,2,Left
2037,66,Male,2,2200,West,10,5,No,5,Center-Right
2038,45,Female,5,2000,East,10,5,No,6,Center-Right
2039,48,Male,3,1200,West,8,3,No,6,Center-Right
2040,77,Male,5,901,East,8,4,No,1,Left
2041,44,Female,5,2500,West,9,5,Yes,6,Center-Right
2042,62,Female,3,688,East,6,4,No,1,Left
2043,31,Female,5,2300,West,9,5,No,6,Center-Right
2044,52,Male,3,700,West,8,2,No,9,Right
2045,74,Female,2,1188,East,5,3,No,1,Left
2046,51,Male,4,2700,West,5,3,No,2,Left
2047,63,Male,2,1650,West,7,3,No,3,Center-Left
2048,22,Male,2,1300,East,7,4,No,6,Center-Right
2049,52,Female,4,1700,West,9,5,Yes,2,Left
2050,56,Male,2,1875,West,7,4,No,3,Center-Left
2051,81,Male,2,1438,West,8,4,No,9,Right
2052,19,Female,5,470,West,8,4,No,11,Right
2053,76,Male,5,1400,East,5,4,No,9,Right
2054,66,Male,3,1188,East,10,5,No,6,Center-Right
2055,69,Female,5,2125,East,9,4,No,6,Center-Right
2056,46,Male,3,1450,East,8,4,No,9,Right
2057,79,Male,2,1625,West,9,4,Yes,2,Left
2058,74,Male,2,4000,West,9,3,Yes,3,Center-Left
2059,60,Female,2,1625,West,7,4,No,3,Center-Left
2060,29,Female,5,1300,East,9,5,No,9,Right
2061,28,Male,5,3000,West,8,4,No,5,Center-Right
2062,57,Female,3,550,West,10,4,No,6,Center-Right
2063,67,Female,2,2125,West,10,3,No,3,Center-Left
2064,20,Female,2,1200,West,5,5,No,6,Center-Right
2065,67,Male,3,1500,West,8,4,Yes,6,Center-Right
2066,42,Female,3,800,West,5,3,No,6,Center-Right
2067,74,Male,2,1050,West,8,4,No,3,Center-Left
2068,65,Female,3,900,East,6,3,No,1,Left
2069,60,Female,5,2500,West,10,5,Yes,2,Left
2070,22,Male,2,730,West,6,5,No,9,Right
2071,54,Female,2,1600,West,5,3,No,6,Center-Right
2072,52,Male,5,2400,East,6,4,No,1,Left
2073,64,Female,3,1400,East,8,3,No,2,Left
2074,40,Male,5,3200,West,9,4,No,4,Center-Left
2075,20,Male,5,688,West,7,4,No,5,Center-Right
2076,51,Male,3,2300,West,9,4,No,3,Center-Left
2077,23,Male,5,2050,West,9,5,No,5,Center-Right
2078,67,Female,3,550,East,5,4,No,9,Right
2079,44,Female,2,1100,West,10,2,No,9,Right
2080,55,Female,5,1800,East,7,3,No,6,Center-Right
2081,47,Male,5,2600,West,8,4,No,1,Left
2082,28,Female,3,1200,West,8,3,No,6,Center-Right
2083,49,Male,5,3500,West,7,3,No,2,Left
2084,69,Female,3,524,West,8,4,No,3,Center-Left
2085,59,Female,3,2000,East,9,5,No,6,Center-Right
2086,25,Female,5,2150,West,6,3,No,3,Center-Left
2087,26,Male,3,1500,East,8,4,No,2,Left
2088,57,Female,5,1438,West,9,4,No,1,Left
2089,63,Male,3,2400,West,10,4,No,6,Center-Right
2090,20,Female,3,772,West,9,3,No,6,Center-Right
2091,27,Female,5,450,East,8,5,No,6,Center-Right
2092,56,Female,3,404,East,5,3,No,5,Center-Right
2093,24,Female,4,1800,West,9,4,No,3,Center-Left
2094,60,Male,5,5800,West,10,5,No,6,Center-Right
2095,51,Male,3,1500,West,10,4,No,6,Center-Right
2096,84,Female,2,400,West,7,3,No,3,Center-Left
2097,77,Female,2,776,East,7,2,No,3,Center-Left
2098,62,Male,5,3500,West,8,2,Yes,3,Center-Left
2099,74,Male,2,550,West,9,3,No,9,Right
2100,19,Female,4,700,West,8,4,Yes,2,Left
2101,83,Female,5,800,West,8,3,Yes,2,Left
2102,53,Female,4,2000,West,7,4,No,9,Right
2103,47,Female,3,758,West,5,2,No,6,Center-Right
2104,54,Male,4,4500,West,9,4,No,2,Left
2105,32,Female,5,1200,West,10,5,Yes,2,Left
2106,33,Male,5,3200,West,8,4,No,6,Center-Right
2107,55,Female,5,3500,East,8,3,No,1,Left
2108,64,Female,5,550,West,10,4,No,1,Left
2109,58,Female,4,860,East,6,3,No,1,Left
2110,72,Female,3,1400,East,9,3,No,6,Center-Right
2111,73,Male,5,2800,West,8,3,Yes,1,Left
2112,57,Male,3,1300,East,9,4,No,1,Left
2113,54,Female,3,1500,West,7,4,No,3,Center-Left
2114,64,Female,3,1000,East,6,4,No,3,Center-Left
2115,45,Female,5,2400,West,9,5,Yes,6,Center-Right
2116,65,Female,2,2200,West,7,3,No,9,Right
2117,40,Female,3,192,West,8,5,No,1,Left
2118,49,Male,5,2000,West,7,4,No,2,Left
2119,46,Female,5,1500,West,9,4,No,5,Center-Right
2120,51,Male,3,1625,West,8,3,No,3,Center-Left
2121,71,Female,3,300,West,8,3,Yes,5,Center-Right
2122,73,Male,3,3090,West,9,5,No,6,Center-Right
2123,53,Female,3,500,East,5,1,No,9,Right
2124,32,Female,4,1900,West,9,3,Yes,1,Left
2125,36,Male,2,2100,West,7,3,Yes,5,Center-Right
2126,56,Female,3,1900,East,9,4,No,3,Center-Left
2127,76,Female,2,850,West,7,2,No,6,Center-Right
2128,53,Female,2,700,West,10,4,No,3,Center-Left
2129,46,Female,2,450,West,10,5,No,9,Right
2130,48,Female,3,813,West,8,4,No,6,Center-Right
2131,28,Female,5,6250,West,9,4,Yes,6,Center-Right
2132,44,Male,2,1800,West,8,4,No,3,Center-Left
2133,21,Female,5,660,West,9,4,No,2,Left
2134,32,Female,5,2700,West,8,4,No,6,Center-Right
2135,42,Male,5,3200,West,9,5,No,2,Left
2136,77,Male,2,1200,East,7,4,No,3,Center-Left
2137,82,Female,1,1200,East,6,2,No,6,Center-Right
2138,55,Female,3,1313,West,8,4,No,6,Center-Right
2139,31,Female,3,2000,West,8,5,Yes,2,Left
2140,21,Female,2,1500,West,7,4,No,3,Center-Left
2141,75,Female,2,1625,West,10,3,No,2,Left
2142,35,Male,5,2400,West,9,5,No,3,Center-Left
2143,57,Male,3,7000,West,10,4,No,9,Right
2144,79,Male,2,1800,West,7,3,No,3,Center-Left
2145,66,Male,2,1400,West,10,2,No,6,Center-Right
2146,48,Female,3,3000,East,10,4,Yes,2,Left
2147,73,Female,5,500,East,8,2,No,3,Center-Left
2148,64,Female,3,1100,East,10,4,No,6,Center-Right
2149,20,Female,3,580,West,9,3,No,9,Right
2150,57,Female,5,1500,West,7,2,No,2,Left
2151,72,Male,2,760,West,5,3,No,9,Right
2152,50,Female,2,650,West,5,3,No,5,Center-Right
2153,56,Male,3,1600,East,7,3,No,6,Center-Right
2154,73,Male,5,2500,East,9,3,No,9,Right
2155,49,Male,3,1300,West,7,2,No,6,Center-Right
2156,66,Female,5,3400,West,9,5,No,3,Center-Left
2157,46,Female,5,1875,East,7,4,No,1,Left
2158,67,Female,3,1300,East,9,4,No,1,Left
2159,30,Female,4,1625,West,7,3,No,1,Left
2160,23,Female,5,250,West,10,5,Yes,3,Center-Left
2161,49,Male,2,360,West,4,2,Yes,3,Center-Left
2162,49,Female,5,750,West,6,3,No,2,Left
2163,42,Male,4,3500,West,9,5,No,6,Center-Right
2164,54,Male,3,2875,East,7,4,No,3,Center-Left
2165,65,Female,4,800,East,8,3,No,1,Left
2166,50,Male,5,3000,West,8,4,No,2,Left
2167,70,Male,5,1400,West,10,4,No,6,Center-Right
2168,35,Male,3,3500,West,9,4,No,3,Center-Left
2169,22,Female,5,1000,West,9,5,No,6,Center-Right
2170,64,Female,2,500,West,9,4,No,6,Center-Right
2171,74,Male,2,1400,West,10,3,No,6,Center-Right
2172,27,Female,4,600,West,7,4,No,2,Left
2173,23,Male,5,250,West,9,5,No,6,Center-Right
2174,67,Male,5,1800,West,6,4,No,6,Center-Right
2175,28,Female,4,1100,East,7,4,No,1,Left
2176,39,Female,5,1500,West,8,2,No,3,Center-Left
2177,72,Male,3,1830,East,9,5,No,3,Center-Left
2178,58,Male,5,1500,East,4,2,No,2,Left
2179,27,Male,2,450,East,7,4,No,1,Left
2180,62,Male,5,3000,West,10,3,Yes,1,Left
2181,81,Female,3,1063,East,10,2,No,2,Left
2182,43,Male,5,3600,West,7,4,No,2,Left
2183,51,Female,3,450,West,6,3,No,6,Center-Right
2184,46,Male,3,6250,East,8,4,Yes,6,Center-Right
2185,60,Female,3,450,West,9,4,Yes,2,Left
2186,77,Female,2,890,East,8,4,No,1,Left
2187,34,Female,3,980,West,8,4,No,6,Center-Right
2188,56,Female,4,2600,West,8,3,No,3,Center-Left
2189,74,Male,3,1000,East,8,4,No,3,Center-Left
2190,64,Female,3,1300,East,7,4,No,6,Center-Right
2191,72,Male,5,4000,West,9,5,No,6,Center-Right
2192,28,Female,5,1875,West,8,4,No,3,Center-Left
2193,64,Female,5,2600,West,8,3,No,5,Center-Right
2194,45,Female,5,1900,West,8,4,Yes,2,Left
2195,35,Female,3,250,West,8,4,No,2,Left
2196,35,Male,3,1063,East,10,4,No,11,Right
2197,73,Male,2,1200,East,10,3,No,6,Center-Right
2198,71,Female,3,1900,West,8,3,No,3,Center-Left
2199,22,Female,2,350,West,7,5,No,6,Center-Right
2200,68,Female,2,607,West,7,4,No,6,Center-Right
2201,77,Male,2,1050,East,7,3,No,3,Center-Left
2202,56,Male,2,2125,West,8,4,No,9,Right
2203,49,Male,5,5000,West,9,3,No,5,Center-Right
2204,69,Female,5,550,East,9,3,No,6,Center-Right
2205,57,Female,3,1313,West,7,3,No,6,Center-Right
2206,21,Male,5,300,West,8,5,Yes,2,Left
2207,49,Male,5,6250,West,8,4,Yes,5,Center-Right
2208,86,Male,2,1500,West,9,3,No,3,Center-Left
2209,67,Male,2,1060,East,8,3,No,1,Left
2210,69,Male,2,800,East,7,3,No,9,Right
2211,40,Male,5,1900,East,7,4,No,3,Center-Left
2212,48,Male,2,2650,West,8,4,Yes,9,Right
2213,57,Female,2,1200,West,8,4,No,6,Center-Right
2214,33,Male,5,3000,West,9,4,Yes,6,Center-Right
2215,75,Male,5,3000,West,5,2,Yes,9,Right
2216,28,Male,3,1875,East,9,5,No,5,Center-Right
2217,35,Male,2,650,East,8,4,No,9,Right
2218,61,Female,3,1875,East,8,2,No,9,Right
2219,48,Male,5,2800,West,8,3,Yes,4,Center-Left
2220,63,Female,2,813,East,8,3,No,3,Center-Left
2221,64,Male,3,1350,East,8,3,No,3,Center-Left
2222,29,Female,5,1100,East,3,3,No,2,Left
2223,56,Male,2,2200,West,8,3,No,3,Center-Left
2224,22,Male,5,450,West,6,3,No,3,Center-Left
2225,79,Male,2,1600,West,5,4,No,6,Center-Right
2226,77,Male,5,1438,East,7,4,Yes,3,Center-Left
2227,74,Female,2,1100,West,10,4,No,2,Left
2228,70,Female,2,500,West,8,3,No,3,Center-Left
2229,57,Female,3,404,East,6,3,No,9,Right
2230,54,Male,3,1400,East,7,4,No,3,Center-Left
2231,48,Female,5,2100,West,9,4,No,1,Left
2232,42,Female,5,1700,West,10,4,No,6,Center-Right
2233,78,Male,2,1600,West,10,4,No,5,Center-Right
2234,59,Male,3,2000,East,8,3,No,6,Center-Right
2235,63,Female,2,1000,West,7,3,No,3,Center-Left
2236,51,Female,2,1200,West,5,2,No,9,Right
2237,81,Male,2,1100,West,8,3,No,6,Center-Right
2238,50,Female,3,1000,East,8,4,No,2,Left
2239,53,Male,3,2625,West,9,3,No,6,Center-Right
2240,76,Female,2,1300,West,10,3,Yes,5,Center-Right
2241,30,Female,5,1700,East,8,4,Yes,1,Left
2242,69,Male,3,3000,West,8,4,No,9,Right
2243,33,Male,3,1063,East,8,4,No,6,Center-Right
2244,42,Female,3,1200,East,9,5,Yes,6,Center-Right
2245,62,Female,5,2600,West,10,3,Yes,5,Center-Right
2246,79,Female,2,420,West,9,2,No,6,Center-Right
2247,28,Female,5,1500,East,7,4,No,1,Left
2248,37,Female,5,1700,West,9,5,No,2,Left
2249,73,Female,5,991,West,7,3,No,3,Center-Left
2250,59,Female,4,1200,West,9,4,No,3,Center-Left
2251,59,Male,3,1500,East,7,2,Yes,9,Right
2252,53,Male,2,2400,West,8,4,No,3,Center-Left
2253,55,Female,3,1800,West,9,4,No,2,Left
2254,35,Male,1,1300,West,8,4,Yes,3,Center-Left
2255,28,Female,5,2100,West,9,5,No,2,Left
2256,48,Female,3,1500,East,4,3,No,9,Right
2257,66,Female,2,600,West,8,3,No,6,Center-Right
2258,67,Male,3,1700,West,4,2,No,6,Center-Right
2259,43,Female,5,2500,West,9,5,Yes,2,Left
2260,29,Male,3,1100,East,7,4,No,9,Right
2261,65,Female,2,795,West,10,3,No,6,Center-Right
2262,61,Female,3,1625,East,4,3,No,9,Right
2263,63,Female,5,1875,East,7,2,Yes,1,Left
2264,77,Female,2,294,West,8,2,No,6,Center-Right
2265,65,Male,2,3000,West,9,4,No,6,Center-Right
2266,47,Male,5,2375,East,7,3,No,2,Left
2267,51,Male,2,1900,West,6,3,No,5,Center-Right
2268,29,Female,5,700,West,10,5,No,3,Center-Left
2269,60,Female,4,1450,East,7,4,No,6,Center-Right
2270,72,Male,5,1500,East,5,2,No,1,Left
2271,70,Female,5,1500,East,7,3,No,1,Left
2272,63,Male,3,1100,East,9,4,No,6,Center-Right
2273,24,Male,5,1800,West,9,5,No,6,Center-Right
2274,69,Male,5,404,East,7,3,No,6,Center-Right
2275,74,Female,2,1800,West,10,3,No,6,Center-Right
2276,35,Female,3,1250,West,9,4,No,6,Center-Right
2277,53,Female,3,1200,East,9,3,No,6,Center-Right
2278,75,Female,3,1200,West,10,5,No,6,Center-Right
2279,47,Female,5,3500,West,9,5,No,6,Center-Right
